,Is_Male,ParentEduc,StandardLunch,TestPrep,PracticeSport,WklyStudyHours,MathScore,ReadingScore,WritingScore,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E
7148,1,1,1,0.0,1,2,0.6,0.56,0.47,1,0,0,0,0
7149,1,1,1,1.0,1,0,0.79,0.76,0.74,1,0,0,0,0
7150,1,1,1,0.0,1,0,0.74,0.65,0.57,0,0,1,0,0
7151,1,1,0,0.0,1,1,0.38,0.3,0.34,0,0,0,1,0
7152,0,1,1,0.0,1,0,0.58,0.78,0.7,0,0,0,1,0
7153,1,3,1,0.5,0,1,0.95,0.87,0.87,0,0,0,1,0
7155,0,3,1,1.0,0,0,0.66,0.76,0.77,0,1,0,0,0
7156,1,1,1,1.0,1,1,0.67,0.72,0.74,0,0,1,0,0
7157,1,0,0,1.0,2,1,0.66,0.7,0.7,0,0,0,1,0
7158,0,2,1,0.0,1,2,0.65,0.89,0.82,0,0,0,1,0
7159,1,1,0,0.0,1,2,0.6,0.66,0.57,0,0,1,0,0
7160,0,0,0,1.0,2,1,0.32,0.36,0.38,0,0,0,1,0
7161,1,2,1,1.0,1,1,0.8,0.73,0.76,0,0,1,0,0
7162,0,4,1,0.5,1,1,0.84,0.97,0.97,0,0,1,0,0
7164,1,2,1,0.0,1,1,0.52,0.51,0.49,0,0,1,0,0
7165,0,4,1,1.0,1,1,0.69,0.75,0.82,0,0,0,1,0
7166,0,2,1,0.0,1,2,0.77,0.81,0.82,0,1,0,0,0
7169,1,2,1,1.0,2,1,0.7,0.61,0.66,0,0,0,1,0
7170,0,3,1,0.0,1,1,0.93,1.0,0.98,0,0,1,0,0
7171,1,1,1,1.0,2,1,0.59,0.53,0.5,0,0,1,0,0
7172,1,3,0,0.0,0,2,0.52,0.55,0.48,0,0,1,0,0
7173,1,3,1,0.0,0,1,0.46,0.48,0.48,0,0,1,0,0
7174,0,2,0,1.0,1,1,0.68,0.83,0.88,0,0,1,0,0
7176,1,3,1,0.0,1,1,0.47,0.35,0.36,0,0,1,0,0
7177,0,3,1,0.5,1,1,0.62,0.92,0.84,0,1,0,0,0
7178,0,1,0,0.0,2,2,0.56,0.62,0.58,0,0,0,0,1
7179,1,5,1,1.0,2,2,0.76,0.63,0.69,0,0,1,0,0
7180,0,1,0,0.0,1,1,0.62,0.75,0.67,0,0,0,0,1
7182,0,5,0,0.5,2,0,0.84,0.92,0.99,0,0,0,1,0
7183,0,5,1,1.0,1,2,0.91,1.0,1.0,0,0,0,1,0
7184,0,0,0,1.0,2,1,0.38,0.55,0.51,0,0,0,1,0
7185,0,5,1,0.0,1,0,0.48,0.66,0.62,0,0,1,0,0
7186,1,2,1,0.0,2,2,0.84,0.78,0.78,0,0,1,0,0
7187,1,2,1,0.0,1,1,0.88,0.92,0.9,0,0,0,1,0
7188,1,0,1,1.0,1,1,0.85,0.82,0.83,0,1,0,0,0
7189,1,5,0,0.0,2,1,0.69,0.66,0.55,0,0,0,0,1
7190,1,1,1,0.0,1,0,0.73,0.71,0.66,0,0,1,0,0
7191,1,2,1,0.0,1,1,0.71,0.6,0.57,0,0,1,0,0
7192,0,2,1,1.0,2,1,0.51,0.56,0.58,0,0,1,0,0
7193,0,5,1,0.0,1,2,0.68,0.75,0.77,0,0,1,0,0
7194,0,3,1,0.5,1,0,0.66,0.74,0.69,0,1,0,0,0
7195,0,2,1,0.5,2,1,0.54,0.6,0.65,0,0,1,0,0
7196,0,3,0,1.0,1,1,0.57,0.7,0.73,0,0,1,0,0
7197,1,5,1,1.0,2,2,1.0,1.0,1.0,0,0,0,0,1
7198,1,5,0,0.0,2,0,0.59,0.59,0.56,1,0,0,0,0
7199,0,3,0,1.0,1,1,0.5,0.61,0.71,0,0,0,1,0
7200,1,5,1,1.0,1,1,1.0,0.99,1.0,0,0,1,0,0
7201,0,3,1,1.0,0,1,0.73,0.83,0.82,0,0,1,0,0
7202,0,2,0,0.0,0,1,0.44,0.51,0.54,0,0,1,0,0
7203,0,4,0,0.0,1,2,0.62,0.7,0.71,0,0,0,1,0
7204,0,1,0,0.0,1,1,0.63,0.72,0.68,0,1,0,0,0
7205,0,1,1,0.5,1,1,0.61,0.68,0.65,0,0,0,0,1
7208,1,1,1,0.0,2,1,0.89,0.87,0.78,1,0,0,0,0
7210,0,2,0,0.0,2,1,0.86,0.92,0.96,0,0,0,0,1
7211,1,0,1,0.0,0,2,0.8,0.65,0.69,0,0,0,1,0
7213,1,2,1,1.0,2,0,0.72,0.57,0.62,0,0,0,0,1
7214,0,3,0,0.5,2,1,0.49,0.57,0.66,0,0,0,1,0
7215,0,4,1,1.0,1,1,0.95,1.0,1.0,0,0,0,1,0
7216,1,2,1,1.0,1,1,0.89,0.76,0.77,0,1,0,0,0
7217,1,0,1,1.0,2,0,0.67,0.71,0.69,0,0,0,1,0
7218,1,5,1,1.0,1,1,0.72,0.6,0.67,0,0,0,0,1
7219,0,2,1,0.0,1,1,0.68,0.66,0.7,0,0,0,1,0
7220,1,5,0,1.0,1,0,0.84,0.73,0.77,0,0,0,0,1
7221,1,2,1,1.0,1,1,0.59,0.49,0.46,0,0,1,0,0
7222,0,4,0,1.0,2,2,0.81,0.9,0.95,0,0,1,0,0
7223,1,0,1,1.0,2,1,0.8,0.82,0.87,0,0,0,1,0
7225,0,4,0,0.0,2,1,0.77,0.85,0.91,0,0,1,0,0
7226,0,0,0,1.0,2,0,0.55,0.69,0.69,0,0,1,0,0
7227,1,3,0,1.0,1,1,0.83,0.86,0.86,0,0,0,1,0
7228,0,1,1,0.0,1,1,0.72,0.79,0.75,0,1,0,0,0
7229,0,1,0,0.0,1,0,0.56,0.66,0.63,0,0,1,0,0
7230,0,0,1,0.0,1,1,0.77,0.79,0.75,0,0,0,0,1
7231,0,3,1,0.0,1,1,0.87,0.96,0.91,1,0,0,0,0
7232,0,2,0,0.0,2,0,0.5,0.64,0.66,0,0,1,0,0
7233,0,4,1,0.5,1,2,0.91,0.97,0.97,1,0,0,0,0
7234,1,0,0,1.0,0,1,0.6,0.64,0.61,0,0,1,0,0
7235,0,2,1,1.0,1,0,0.69,0.91,0.84,0,1,0,0,0
7236,1,2,0,0.0,1,0,0.8,0.8,0.74,0,0,0,1,0
7237,1,0,0,1.0,2,1,0.67,0.64,0.66,0,0,0,1,0
7238,1,2,1,0.0,2,0,0.74,0.73,0.76,0,0,0,1,0
7239,0,1,1,0.0,0,1,0.74,0.79,0.75,0,0,0,0,1
7240,0,0,0,0.0,1,1,0.43,0.37,0.45,0,1,0,0,0
7241,0,3,1,0.5,2,2,0.84,0.78,0.78,0,0,0,0,1
7242,0,1,1,0.0,2,2,0.6,0.71,0.66,0,0,1,0,0
7244,0,3,1,1.0,2,0,0.86,0.92,0.92,0,0,1,0,0
7245,0,2,1,0.0,1,0,0.45,0.53,0.53,0,0,0,1,0
7246,1,3,1,0.0,1,1,0.7,0.7,0.62,0,0,1,0,0
7247,0,5,0,0.5,2,0,0.57,0.69,0.67,0,0,0,1,0
7248,1,2,1,0.0,2,0,0.67,0.7,0.69,0,1,0,0,0
7249,0,1,0,0.0,0,0,0.59,0.75,0.7,0,0,0,1,0
7250,0,1,0,0.0,0,2,0.72,0.77,0.83,0,1,0,0,0
7251,1,1,1,0.0,1,0,0.79,0.65,0.67,0,0,0,1,0
7253,0,2,1,1.0,1,1,0.54,0.74,0.76,0,1,0,0,0
7254,0,1,1,1.0,1,1,0.68,0.65,0.69,0,0,1,0,0
7255,1,0,0,0.0,1,2,0.61,0.52,0.49,0,0,0,1,0
7256,0,1,1,0.0,1,1,0.65,0.69,0.67,1,0,0,0,0
7258,1,3,1,1.0,2,2,0.9,0.84,0.82,0,0,0,0,1
7260,1,5,0,1.0,1,1,0.96,0.9,0.98,0,0,0,1,0
7261,1,0,1,0.0,0,1,0.63,0.54,0.51,0,0,0,1,0
7262,1,1,1,1.0,1,1,0.7,0.81,0.82,0,0,0,1,0
7263,1,1,0,1.0,0,1,0.35,0.43,0.33,0,1,0,0,0
7264,1,3,0,0.0,1,1,0.61,0.6,0.57,0,0,1,0,0
7265,1,4,0,1.0,1,1,0.87,0.89,0.88,0,0,1,0,0
7266,0,0,1,0.0,1,1,0.51,0.65,0.65,0,0,0,1,0
7267,0,0,1,0.0,2,2,0.82,0.8,0.84,0,0,0,1,0
7269,1,2,1,0.0,1,1,0.55,0.35,0.42,0,0,1,0,0
7270,1,2,0,0.0,2,0,0.82,0.82,0.74,0,0,0,0,1
7271,1,3,1,0.0,2,1,0.59,0.54,0.56,0,0,0,1,0
7272,0,2,1,0.0,2,1,0.62,0.69,0.71,0,0,1,0,0
7273,1,0,1,1.0,1,1,0.63,0.58,0.57,0,0,0,0,1
7274,1,3,1,0.0,2,0,0.77,0.73,0.75,0,0,1,0,0
7275,1,3,1,0.0,1,0,0.64,0.65,0.63,1,0,0,0,0
7276,0,1,0,1.0,1,1,0.42,0.49,0.53,0,0,1,0,0
7277,1,3,0,0.0,1,1,0.75,0.77,0.69,0,0,1,0,0
7279,1,1,1,0.0,2,1,0.62,0.43,0.58,0,1,0,0,0
7281,0,3,1,0.0,2,2,0.88,0.86,0.92,0,0,0,1,0
7282,1,3,0,0.0,2,1,0.9,0.78,0.78,0,0,0,0,1
7283,0,0,0,0.0,1,2,0.73,0.87,0.79,0,0,1,0,0
7284,0,5,1,1.0,1,1,0.8,0.88,0.95,0,1,0,0,0
7285,0,0,1,0.0,1,0,0.5,0.54,0.57,0,0,0,1,0
7286,0,2,0,0.0,1,1,0.48,0.53,0.51,0,0,1,0,0
7287,1,0,0,1.0,1,0,0.73,0.79,0.73,0,0,1,0,0
7288,1,1,1,0.0,1,1,0.57,0.51,0.47,0,0,0,0,1
7289,1,2,1,0.0,1,1,0.79,0.76,0.72,0,0,1,0,0
7290,0,0,1,0.0,1,0,0.63,0.63,0.63,0,0,0,1,0
7291,0,5,1,0.0,2,0,0.63,0.73,0.69,0,0,1,0,0
7292,0,0,1,0.0,0,1,0.55,0.67,0.67,0,0,1,0,0
7293,1,1,0,1.0,1,1,0.55,0.48,0.51,0,0,1,0,0
7294,0,4,1,1.0,1,1,0.87,0.98,1.0,0,0,0,1,0
7295,0,2,1,0.0,2,1,0.47,0.54,0.53,0,1,0,0,0
7297,1,3,1,0.0,2,2,1.0,0.88,0.88,0,0,0,0,1
7298,1,5,0,0.0,1,1,0.85,0.83,0.83,0,0,1,0,0
7299,0,0,1,1.0,1,2,0.94,0.96,1.0,0,0,1,0,0
7300,1,3,1,1.0,0,0,0.64,0.67,0.68,1,0,0,0,0
7301,1,3,0,0.0,2,1,0.61,0.47,0.5,0,0,0,1,0
7302,0,2,0,0.0,1,1,0.55,0.62,0.57,0,0,0,0,1
7303,0,3,0,0.0,1,2,0.48,0.72,0.71,1,0,0,0,0
7304,1,1,1,1.0,1,0,0.97,0.94,0.91,0,0,0,0,1
7305,0,0,1,0.0,1,0,0.58,0.76,0.72,0,1,0,0,0
7306,1,4,1,0.0,1,2,0.78,0.73,0.74,0,0,0,1,0
7307,0,0,0,1.0,1,0,0.62,0.7,0.72,1,0,0,0,0
7308,1,3,1,1.0,2,1,0.92,0.93,0.91,0,0,0,1,0
7309,1,1,0,1.0,0,1,0.46,0.52,0.46,0,0,1,0,0
7310,0,1,1,0.0,2,1,0.61,0.75,0.75,0,0,1,0,0
7311,1,0,1,0.0,2,1,0.63,0.61,0.59,1,0,0,0,0
7312,1,0,0,1.0,1,1,0.68,0.68,0.65,0,0,0,1,0
7313,0,0,1,0.0,2,2,0.81,0.87,0.78,0,1,0,0,0
7315,0,2,1,0.5,0,1,0.65,0.73,0.69,0,0,1,0,0
7316,0,3,1,0.0,2,0,0.81,0.75,0.75,0,0,0,0,1
7318,0,3,0,1.0,1,0,0.61,0.68,0.72,0,1,0,0,0
7319,1,2,1,1.0,2,2,0.83,0.81,0.8,1,0,0,0,0
7320,1,3,1,0.0,1,1,0.55,0.56,0.53,0,1,0,0,0
7321,0,0,1,0.0,0,0,0.53,0.62,0.59,0,0,1,0,0
7322,0,0,1,0.0,2,2,0.43,0.54,0.53,0,0,1,0,0
7323,1,3,1,1.0,0,1,0.94,0.98,0.92,1,0,0,0,0
7324,0,1,1,0.0,0,1,0.83,0.85,0.79,0,1,0,0,0
7325,1,0,1,0.0,2,1,0.58,0.47,0.51,0,0,0,1,0
7326,0,5,1,1.0,2,0,0.83,0.93,0.98,0,0,1,0,0
7327,1,0,1,0.0,1,1,0.88,0.79,0.81,0,0,0,1,0
7328,0,1,1,1.0,2,0,0.52,0.69,0.7,0,0,1,0,0
7329,1,3,0,0.5,2,0,0.56,0.49,0.5,0,1,0,0,0
7330,1,5,0,0.0,1,0,0.76,0.74,0.68,0,0,0,0,1
7331,0,2,0,1.0,2,1,0.57,0.64,0.7,0,0,0,1,0
7332,1,3,1,0.0,0,1,0.97,0.95,0.85,0,0,0,0,1
7333,0,4,0,0.0,2,1,0.54,0.74,0.69,0,0,1,0,0
7334,0,0,1,0.0,2,1,0.81,0.97,0.91,0,0,0,0,1
7335,0,4,1,0.0,1,1,0.57,0.63,0.59,0,0,1,0,0
7336,0,0,0,0.0,1,1,0.51,0.6,0.5,1,0,0,0,0
7337,0,2,1,0.0,2,1,0.85,0.87,0.91,0,0,1,0,0
7338,1,3,1,1.0,1,0,0.77,0.76,0.8,0,0,1,0,0
7339,1,0,0,0.5,2,1,0.72,0.59,0.57,0,0,0,1,0
7340,1,4,0,0.0,0,1,0.83,0.78,0.77,0,0,0,1,0
7341,0,3,1,0.0,2,0,0.61,0.64,0.56,0,1,0,0,0
7342,0,3,1,0.0,1,1,0.6,0.61,0.59,1,0,0,0,0
7343,0,2,1,0.0,2,0,0.49,0.47,0.51,0,0,0,0,1
7344,1,1,1,0.0,0,1,0.65,0.67,0.62,0,1,0,0,0
7345,1,1,0,0.0,1,1,0.58,0.47,0.5,0,1,0,0,0
7346,1,1,1,0.0,2,0,0.61,0.62,0.56,0,0,1,0,0
7347,0,0,0,0.0,1,1,0.47,0.68,0.61,0,1,0,0,0
7348,1,3,1,1.0,1,1,0.83,0.85,0.84,0,0,0,0,1
7349,0,4,1,0.0,2,1,0.83,0.78,0.76,0,0,0,0,1
7350,0,4,0,0.0,1,1,0.33,0.43,0.45,0,0,1,0,0
7351,0,4,1,0.0,1,0,0.43,0.54,0.52,0,0,1,0,0
7352,1,1,1,0.0,1,1,0.68,0.67,0.66,0,0,0,1,0
7353,0,0,1,0.0,2,1,0.65,0.71,0.75,0,0,0,1,0
7354,1,2,1,1.0,1,1,0.73,0.75,0.7,0,0,0,0,1
7356,1,4,0,0.0,2,1,0.88,0.77,0.71,0,0,0,1,0
7357,1,2,0,0.0,0,1,0.49,0.6,0.6,0,0,0,1,0
7358,0,0,0,0.0,1,2,0.5,0.63,0.59,0,0,0,0,1
7359,1,1,0,0.0,2,1,0.61,0.62,0.57,0,0,0,0,1
7360,0,1,1,0.0,1,0,0.63,0.54,0.59,0,0,0,1,0
7361,1,1,0,1.0,1,1,0.51,0.53,0.56,0,0,1,0,0
7362,1,2,0,0.0,1,0,0.68,0.65,0.61,0,0,0,0,1
7363,1,2,1,0.0,0,2,0.7,0.6,0.55,0,0,0,1,0
7364,0,3,1,0.0,1,1,0.72,0.71,0.74,0,0,0,0,1
7367,0,2,1,0.0,1,2,0.46,0.6,0.58,0,0,1,0,0
7369,0,4,0,0.0,2,2,0.79,0.83,0.81,0,1,0,0,0
7370,0,4,1,1.0,2,1,0.73,0.87,0.95,0,1,0,0,0
7371,1,1,0,1.0,2,1,0.52,0.57,0.52,1,0,0,0,0
7372,0,1,1,1.0,0,1,0.46,0.7,0.64,0,0,1,0,0
7373,0,5,1,0.5,0,1,0.54,0.79,0.78,0,0,0,1,0
7374,1,1,1,0.0,0,0,0.47,0.46,0.42,0,0,1,0,0
7375,1,3,1,0.0,1,1,0.51,0.49,0.47,0,0,1,0,0
7376,0,1,1,1.0,1,0,0.52,0.75,0.68,0,0,0,1,0
7377,1,2,1,0.0,1,0,0.62,0.62,0.57,0,0,1,0,0
7378,1,2,1,0.0,1,1,0.77,0.67,0.62,0,0,0,1,0
7379,0,1,1,0.0,1,1,0.64,0.71,0.72,0,0,0,1,0
7380,0,1,1,1.0,2,1,0.76,0.92,0.94,0,0,1,0,0
7381,0,2,1,0.0,1,1,0.67,0.78,0.72,0,0,1,0,0
7382,1,5,1,0.5,2,1,0.79,0.67,0.67,0,0,1,0,0
7383,0,3,0,1.0,1,1,0.77,0.9,0.99,0,1,0,0,0
7385,0,4,1,0.0,2,1,0.78,0.8,0.82,0,1,0,0,0
7386,1,3,1,1.0,2,1,0.7,0.72,0.71,0,1,0,0,0
7387,0,0,1,0.0,0,1,0.72,0.76,0.73,0,1,0,0,0
7389,0,1,1,0.0,2,2,0.83,0.95,0.86,0,0,0,0,1
7390,1,1,1,0.0,2,1,0.85,0.83,0.66,0,0,0,0,1
7391,1,1,0,0.0,1,1,0.68,0.62,0.6,0,1,0,0,0
7392,1,0,1,1.0,1,1,0.88,0.87,0.87,0,1,0,0,0
7393,1,2,0,0.0,1,1,0.49,0.52,0.42,1,0,0,0,0
7394,0,0,1,0.0,2,1,0.54,0.63,0.66,0,1,0,0,0
7395,1,2,0,0.0,1,0,0.7,0.71,0.67,0,0,0,0,1
7398,0,0,1,0.0,2,2,0.74,0.78,0.78,0,0,0,1,0
7399,0,1,1,1.0,1,0,0.71,0.81,0.76,0,0,1,0,0
7400,1,2,0,0.0,2,2,0.74,0.7,0.66,0,0,0,1,0
7401,0,1,1,0.0,1,2,0.62,0.83,0.79,0,0,0,1,0
7402,0,0,1,1.0,2,1,0.85,0.89,0.98,0,0,0,1,0
7403,0,2,1,0.5,1,1,0.61,0.66,0.71,0,0,1,0,0
7404,1,3,1,0.0,1,0,0.73,0.74,0.67,0,1,0,0,0
7406,0,5,1,0.0,1,0,0.73,0.77,0.79,0,0,0,1,0
7407,1,0,1,1.0,1,0,0.54,0.56,0.54,0,0,1,0,0
7408,1,3,1,0.0,2,1,0.65,0.58,0.58,1,0,0,0,0
7409,0,1,1,0.0,1,1,0.62,0.65,0.64,0,1,0,0,0
7410,0,0,1,1.0,1,1,0.89,1.0,1.0,0,0,0,1,0
7412,0,3,1,0.0,1,0,0.49,0.57,0.57,0,0,0,1,0
7413,1,5,1,1.0,1,1,0.8,0.81,0.88,0,0,0,1,0
7414,1,0,1,1.0,2,0,0.71,0.72,0.76,1,0,0,0,0
7415,0,1,0,1.0,1,1,0.54,0.66,0.68,0,0,1,0,0
7416,1,0,1,1.0,1,2,0.93,0.97,0.92,0,0,0,0,1
7417,0,3,0,1.0,1,0,0.52,0.61,0.63,0,0,1,0,0
7419,1,1,0,0.0,2,1,0.84,0.77,0.7,0,1,0,0,0
7421,0,2,1,1.0,1,2,0.53,0.53,0.57,0,0,1,0,0
7422,1,0,1,0.0,2,1,0.79,0.75,0.73,0,0,0,1,0
7423,1,0,0,1.0,2,1,0.18,0.33,0.31,0,0,1,0,0
7425,0,1,1,1.0,1,1,0.62,0.76,0.69,0,1,0,0,0
7426,0,2,0,1.0,1,1,0.67,0.77,0.78,0,1,0,0,0
7427,1,3,1,0.5,1,1,0.68,0.73,0.72,0,1,0,0,0
7428,1,0,0,0.0,2,0,0.83,0.68,0.77,0,0,0,1,0
7429,1,2,1,0.0,1,2,0.88,0.88,0.79,0,1,0,0,0
7430,0,0,0,1.0,1,1,0.43,0.63,0.62,0,0,0,1,0
7431,0,3,1,0.0,0,0,0.83,0.89,0.86,0,0,1,0,0
7432,1,4,0,0.0,2,2,0.47,0.5,0.51,0,0,1,0,0
7433,1,2,0,0.5,2,1,0.63,0.62,0.59,0,0,0,1,0
7434,1,2,1,0.0,2,1,0.94,0.85,0.8,0,0,1,0,0
7435,0,1,1,1.0,1,2,0.87,0.84,0.81,0,0,0,0,1
7436,1,4,0,0.0,2,0,0.69,0.59,0.6,0,0,0,0,1
7438,1,3,1,1.0,1,0,0.83,0.68,0.76,0,0,0,1,0
7439,1,1,1,0.0,1,2,0.76,0.59,0.58,0,0,0,1,0
7440,0,1,0,1.0,1,1,0.18,0.3,0.35,0,0,1,0,0
7441,0,1,1,1.0,1,2,0.83,0.79,0.79,0,1,0,0,0
7442,1,0,1,0.0,1,1,0.67,0.56,0.49,0,1,0,0,0
7443,0,0,1,1.0,1,2,0.94,1.0,1.0,0,0,0,1,0
7444,0,4,1,1.0,2,0,0.67,0.83,0.85,0,0,0,1,0
7445,1,3,0,1.0,0,1,0.62,0.62,0.56,0,1,0,0,0
7446,1,5,0,1.0,2,1,0.62,0.69,0.7,0,0,0,1,0
7447,0,0,1,0.0,2,1,0.81,0.75,0.77,0,0,1,0,0
7448,1,3,1,1.0,1,1,0.84,0.85,0.88,0,1,0,0,0
7449,1,2,1,1.0,1,1,0.75,0.61,0.62,0,0,0,0,1
7450,0,1,0,1.0,1,1,0.39,0.53,0.48,0,1,0,0,0
7452,0,2,1,0.0,1,1,0.46,0.6,0.58,1,0,0,0,0
7453,0,0,0,1.0,2,1,0.54,0.69,0.69,0,0,0,1,0
7454,0,4,0,0.0,1,0,0.43,0.42,0.43,0,0,0,0,1
7455,1,3,1,1.0,1,1,0.81,0.78,0.84,0,1,0,0,0
7456,1,1,0,0.0,1,2,0.48,0.39,0.35,0,0,0,1,0
7457,1,1,0,0.0,2,1,0.59,0.55,0.52,0,0,1,0,0
7458,1,4,1,0.0,0,0,0.72,0.59,0.61,0,0,0,0,1
7459,1,2,1,1.0,1,0,0.97,0.92,0.92,0,0,0,1,0
7460,1,0,1,0.0,1,1,0.73,0.68,0.6,0,0,1,0,0
7462,0,3,1,0.0,1,0,0.6,0.69,0.72,0,0,1,0,0
7464,1,3,1,0.0,1,0,0.71,0.66,0.56,0,0,0,0,1
7465,1,0,1,0.0,1,1,0.57,0.49,0.43,0,1,0,0,0
7466,0,2,1,0.0,1,1,0.6,0.66,0.6,0,1,0,0,0
7467,1,3,1,1.0,2,1,0.77,0.78,0.76,0,0,1,0,0
7469,1,2,1,0.0,2,2,0.83,0.82,0.81,0,0,1,0,0
7470,0,3,1,1.0,1,0,0.95,0.98,0.98,0,0,1,0,0
7471,0,4,1,0.0,2,2,0.92,0.94,0.94,0,0,1,0,0
7472,1,1,0,0.0,1,2,0.43,0.39,0.36,0,0,0,1,0
7473,1,3,0,0.0,1,1,0.69,0.7,0.61,0,0,1,0,0
7475,1,2,1,0.0,1,2,0.8,0.69,0.67,0,0,0,0,1
7476,0,3,0,0.0,1,0,0.5,0.5,0.56,0,0,0,1,0
7477,1,2,0,1.0,2,1,0.57,0.61,0.66,0,1,0,0,0
7479,1,3,1,0.0,0,2,0.85,0.8,0.78,0,0,0,1,0
7480,0,1,1,0.0,1,1,0.53,0.65,0.61,0,0,1,0,0
7482,0,2,0,0.0,0,1,0.59,0.57,0.59,0,0,0,0,1
7483,1,4,1,1.0,2,0,0.85,0.78,0.84,0,0,0,0,1
7484,0,2,1,0.0,2,1,0.79,0.96,0.97,0,0,1,0,0
7485,1,0,0,1.0,2,0,0.6,0.73,0.61,0,0,1,0,0
7486,0,2,1,0.0,0,1,0.76,0.82,0.82,0,1,0,0,0
7487,1,5,1,0.0,2,2,0.77,0.74,0.71,0,0,0,1,0
7488,0,2,0,0.0,2,0,0.49,0.59,0.59,0,0,1,0,0
7489,0,3,1,1.0,2,1,0.65,0.68,0.74,1,0,0,0,0
7490,1,0,1,0.0,2,1,0.82,0.81,0.85,0,0,0,1,0
7491,1,5,1,1.0,1,0,0.72,0.88,0.89,0,0,0,1,0
7492,0,0,1,1.0,1,0,0.74,0.83,0.86,0,0,0,1,0
7493,1,1,1,1.0,1,2,0.46,0.43,0.37,0,0,1,0,0
7494,0,0,1,1.0,2,1,0.81,0.9,0.89,0,1,0,0,0
7495,1,1,0,0.0,1,1,0.61,0.59,0.55,0,0,1,0,0
7496,0,1,1,1.0,1,1,0.41,0.48,0.52,0,0,0,1,0
7497,0,4,0,1.0,1,0,0.63,0.63,0.68,0,1,0,0,0
7499,0,5,0,0.0,2,1,0.8,0.86,0.88,0,0,0,0,1
7500,0,0,0,0.5,0,1,0.53,0.7,0.72,0,0,0,1,0
7501,1,1,1,0.0,2,1,0.33,0.3,0.25,1,0,0,0,0
7502,0,5,1,0.0,2,1,0.67,0.74,0.72,0,0,1,0,0
7503,0,1,1,0.0,1,0,0.76,0.77,0.7,0,0,0,0,1
7504,0,1,0,0.5,2,0,0.6,0.75,0.74,0,0,0,1,0
7505,1,1,1,0.0,1,1,0.57,0.57,0.57,0,0,0,1,0
7506,0,3,0,1.0,1,0,0.68,0.83,0.78,0,0,1,0,0
7508,0,0,0,0.0,2,0,0.62,0.71,0.72,0,0,0,1,0
7510,0,1,1,0.0,2,2,0.72,0.75,0.66,0,0,1,0,0
7511,1,2,1,0.0,1,2,0.89,0.89,0.89,0,0,1,0,0
7512,0,3,0,0.0,1,1,0.49,0.55,0.56,0,0,1,0,0
7513,1,1,1,0.0,0,1,0.66,0.65,0.63,0,1,0,0,0
7514,0,1,1,0.0,1,2,0.74,0.81,0.77,1,0,0,0,0
7516,1,3,1,0.0,0,1,0.64,0.56,0.52,0,0,0,0,1
7517,0,2,0,1.0,2,1,0.49,0.59,0.58,0,1,0,0,0
7518,0,2,0,0.0,1,0,0.49,0.65,0.55,0,0,0,0,1
7519,0,5,0,0.0,1,0,0.43,0.44,0.52,0,0,1,0,0
7520,1,1,1,0.0,1,1,0.71,0.55,0.51,0,0,0,0,1
7521,1,1,0,0.0,2,1,0.5,0.52,0.45,0,1,0,0,0
7522,1,2,1,0.0,1,1,0.79,0.65,0.66,0,1,0,0,0
7525,0,2,1,0.0,1,0,0.61,0.72,0.69,0,0,0,1,0
7528,1,1,0,1.0,0,1,0.68,0.76,0.71,0,0,0,0,1
7529,0,1,1,0.0,1,1,0.72,0.76,0.75,0,0,0,0,1
7530,0,3,0,0.0,0,2,0.42,0.5,0.49,0,0,1,0,0
7531,1,0,0,1.0,1,2,0.76,0.8,0.76,0,1,0,0,0
7532,1,2,1,0.0,1,1,0.74,0.69,0.65,0,0,0,1,0
7533,1,3,1,0.0,2,0,0.47,0.4,0.4,0,0,1,0,0
7535,0,2,1,0.5,2,1,0.99,1.0,1.0,0,0,0,0,1
7536,0,2,1,1.0,1,1,0.73,0.75,0.81,0,0,0,1,0
7537,0,3,1,0.0,2,1,0.74,0.76,0.75,0,0,0,0,1
7538,0,5,1,1.0,0,2,0.78,0.98,1.0,0,0,0,1,0
7539,1,3,0,0.0,2,0,0.74,0.71,0.7,0,0,1,0,0
7540,1,0,1,0.0,1,1,0.49,0.48,0.44,0,0,0,1,0
7541,0,0,0,0.5,1,0,0.58,0.67,0.63,0,0,0,0,1
7542,1,2,1,0.0,1,1,0.57,0.69,0.59,0,0,0,1,0
7543,1,0,1,1.0,2,1,0.84,0.82,0.76,0,0,0,1,0
7544,1,3,0,0.0,2,1,0.7,0.63,0.59,1,0,0,0,0
7545,0,0,1,1.0,2,1,0.7,0.59,0.69,0,0,0,1,0
7546,1,4,0,0.0,2,0,0.51,0.49,0.48,0,0,1,0,0
7547,1,3,1,1.0,1,1,0.85,0.82,0.85,0,0,0,1,0
7548,1,1,0,0.0,0,1,0.41,0.45,0.39,0,0,0,1,0
7549,0,2,1,0.0,1,1,0.4,0.45,0.47,0,0,0,1,0
7552,1,2,0,0.0,2,1,0.52,0.6,0.56,0,0,0,1,0
7553,0,4,0,0.0,2,1,0.11,0.24,0.18,0,0,1,0,0
7554,0,0,1,1.0,2,0,0.84,0.86,0.86,0,0,0,0,1
7555,0,2,0,1.0,2,1,0.67,0.78,0.76,0,0,0,1,0
7556,0,3,1,0.0,1,1,0.82,0.87,0.82,0,1,0,0,0
